Rank,Page,Tour,Location,Streetview Embed Code,Source,Context,Preview,Quote,
,,x,,,“Wall Street - Greed Is Good” <i>American Rhetoric</i>,,"The point is, ladies and gentleman, that greed—for lack of a better word—is good. Greed is right. Greed works. Greed clarifies, cuts through, and captures the essence of the evolutionary spirit. Greed, in all of its forms—greed for life, for money, for love, knowledge —has marked the upward surge of mankind. ",,
,703,City on Fire,Garment District,,"<i>A Fairy Tale of New York</i> by J. P. Donleavy, 1973",,Even in these gloomy ravines of sweaty armpits pushing trolleys of pink and blue dresses through this dingy garment district.,Even in these gloomy ravines of sweaty armpits pushing trolleys of pink and blue dresses through this dingy garment district.,
,198,Learning to Read New York,149th St & Frederick Douglass Blvd,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446480483209!6m8!1m7!1sQa_WrHp6WyroNoMb-pmMYg!2m2!1d40.8253766!2d-73.9400549!3f17!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>All-Night Party: The Women of Bohemian Greenwich Village and Harlem, 1913-1930</i> by Andrea Barnet, 1993",Carl Van Vechten was a writer and artistic photographer and “patron” of the Harlem Renaissance and the literary executor of Gertrude Stein.,Van Vechten’s flat in Harlem for his affairs with men was painted black with silver stars on the ceiling for nocturnal trysts. ,,
,,Arts & Letters,29-33 W 42nd St (3rd Floor),,"<i>Annie Hall</i>by Woody Allen and Marshall Brickman, 2000.","Gershwin premiered ""Rhapsody in Blue"" on February 12, 1924 at Aeolian Hall in New York City","And the “Rhapsody in Blue” orchestration swells. The film cuts to a magnificent skyline of Manhattan, the early-morning sun casting it almost in silhouette; the sun sets in another, a different, skyline, and, finally, Manhattan is shown at night, its buildings and bridges illuminated with thousands of lights. “Rhapsody in Blue” reaches a crescendo as the film cuts to a black background, white credits popping on and off the screen.",,
,723,City on Fire,Rockefeller Center,,"<i>Art of the City</i> by Peter Conrad, 1984",,The shadows cast by the El in the streets beneath construct a caging lattice of light; the steel tiers of Rockefeller Center as it rises are a penitentiary. ,"Whereas the spaces of the elderly, childish New York are gardens, even if they’re rubble-strewn vacant lots or tenement courtyards bedecked with dripping laundry, those of the new New York are jails. The shadows cast by the El in the streets beneath construct a caging lattice of light; the steel tiers of Rockefeller Center as it rises are a penitentiary. The girders trap the steelworkers inside a system of endless repetition, allotting to eacha see-through cell in which to labor. The El projects an illusory prison of barred shadows; Rockefeller Center rearing in the air is a diagrammatic, conceptual prison.",
,207,Learning to Read New York,348 Dyckman St,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446483982114!6m8!1m7!1saYhlqCUIQkNhgPofXMpMDw!2m2!1d40.86907740312274!2d-73.93156485152963!3f261!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Art of the City</i> by Peter Conrad, 1984",,"A skein of torsos unravels into the Hudson, with a liner passing and the skyscrapers on parade. The bodies might be boys diving; they might just as well be gods thunderously alighting. ",,
,214-215,Learning to Read New York,57th St & Park Ave,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446485036683!6m8!1m7!1ssvTCra9j-WJ9oc2ZrsQuLw!2m2!1d40.7616771666212!2d-73.97089442044418!3f116!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Backward Glances: Cruising the Queer Streets of New York and London</i> by Mark W Turner, 20014",,"Let’s suppose you are in a real city and you are a man and you are walking down the street, in the thick of the crowd. Glancing up from the pavement, for just a moment, you notice a man walking in your direction and he’s staring straight at you. ","Let’s suppose you are in a real city and you are a man and you are walking down the street, in the thick of the crowd. Glancing up from the pavement, for just a moment, you notice a man walking in your direction and he’s staring straight at you. Not every man fixes his stare before his feet at this violet
hour, it seems. You don’t. His stare hits you right between your eyes. And not for the first time. You recognize him. He has looked at you in this way before—and he has seen you see him do this before. Let’s say he is about your age (whatever age that is) and he is wearing a suit, like you. You two could be twins, in the dark.
<br><br>			
You don’t know why, or rather, you don’t at this particular moment ask yourself why, but you hold the gaze of this man who is now walking closer
to you and who refuses not to look. Seconds pass, perhaps as many as five
or six, but it seems like longer. Time slows down for you, as it always does in situations like these. In an instant, the gaze between you two is broken—you look down, or perhaps he looks away. Maybe someone passes between you, or something else diverts your attention. It’s noisy, with the sound of horns and motors, but it could be anything. As quickly as the moment came upon you,
it is lost. Almost. You look back, behind you, and see that he, too, is looking back behind him.	
<br><br>	
You are hurrying ... in order to catch a train because you have a family to go home to, a ready-made microwave meal awaits, probably kids, the lot. You don’t want to be late, not again, not again this week anyway. You look forward to your train journey, because this is your time, your very own time, the time between two lives, someone might say.
<br><br>							
On the train home, settled into your seat, and for reasons you cannot explain to yourself or for reasons you really don’t understand, the man on the street—your man on the street, handsome with a nice suit—comes back into your mind. He was never very far out of your mind, if truth be told. You are going a little red in the cheeks at the thought of it, even now. Did you go red in the cheeks when he was looking at you? Was it the blush of shame or the blush of desire? Do you know the difference between shame and desire? These are questions you could ask yourself, but don’t.
<br><br>							
Instead, you wonder if one day this man will speak to you. Speak to me, you think. Why do you never speak? What are you thinking? I never know what you are thinking.
<br><br>							
Can we talk about a network of cruisers rather than occasional and seemingly isolated, if not accidental, encounters?
<br><br>							
While walking the street, my gaze would be riveted on stalwart adolescents, and I would have to look back at the handsomest that passed. If a street-
car conductor happened to be youthful and good-looking, I became almost irrational. With a look of despair I would gaze insolently and imploringly into the face of the blue-clad youth as if I would compel him to read my thoughts, since I did not dare give them expression. When in a crowded car he brushed against me in passing, a tremor would pass over my body. Youthful policemen also at this time particularly fascinated me. Blue clothing and brass buttons have always made a young man appear to me as at his best.
<br><br>							
“So we are taking off our masks, are we, and keeping / our mouths shut? As if we’d been pierced by a glance”—that later leads us to “the merits of each / of the latrines. 14th Street is drunken and credulous, / 53rd tries to tremble but is too at rest.”
<br><br>							
What does it mean when two men look at each other in the streets of the modern city?
<br><br>							
Mere eye contact and an exchange of words.
<br><br>							
Reciprocal gazes may hold their own pleasures for some, and the dynamics of the gaze may be erotic and stimulating precisely because it does not end in sex.
<br><br>							
This chance encounter—“the magnetism of our meeting.” The cruiser queers the flâneur.
<br><br>							
Cruising is a practice that exploits the ambivalence of the modern city, and in so doing, “queers” the totalizing narratives of modernity, in particular, flânerie.
<br><br>							
There’s an art to cruising and it has a lot to do with timing and with the eyes. Take eyes first. You’re walking down the street and you pass a man going in the opposite direction. Your eyes lock but you both keep on moving. After
a few paces you glance back and see that the man has stopped and is facing a store window but looking in your direction. If he’s not exactly the partner you’re searching for you’ll probably register the compliment his stare is paying you but leave it at that.
<br><br>							
But if he does catch your fancy you may go through the little charade
of examining the shop window nearest you. After a bit, the frequency and intensity of exchanged glances will increase and one of you will stroll over to the other. There are a few safe and stock opening lines banal to the point of absurdity ... After these preliminaries you may extend your hand, introduce yourself, ask him his name and suggest you have a drink together. ",
,586,Landmarks,George Washington Bridge,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447024568100!6m8!1m7!1s8l8aXnOaIfu3_6mEVD9Erg!2m2!1d40.85151667675209!2d-73.95425948855716!3f288!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Cecil Beaton’s New York.</i> by Cecil Beaton, 1938 ","Similar to Beaton, the celebrated French arhitect, designer and painter, Charles-Édouard Jeanneret-Gris, claims ""The George Washington Bridge over the Hudson is the most beautiful bridge in the world. Made of cables and steel beams, it gleams in the sky like a reversed arch. It is blessed. It is the only seat of grace in the disordered city.""","In intense cold, the metal framework of the George Washington Bridge contracts, creating a rise of three feet in the roadway, at the center of its span. In hot weather, due to the expansion of its giant cables, the center is twelve feet closer to the Hudson than in mid-winter. ","In intense cold, the metal framework of the George Washington Bridge contracts, creating a rise of three feet in the roadway, at the center of its span. In hot weather, due to the expansion of its giant cables, the center is twelve feet closer to the Hudson than in mid-winter. With its grey lines and trellises, its silver spokes and curving girders, this bridge is like an exquisitely complicated cat’s-cradle of steel that leaps into the immensity. Connecting Manhattan Island with New Jersey, it is one of the most beautiful of man-made objects. To defray the cost of building, fifty cents is charged for crossing the bridge by car, and it cannot but be fortunate that funds ran out before the intended decorations could be added. Its extreme and unpretentious functionalism makes it a supreme example of modern engineering.",
,204,Learning to Read New York,53 Christopher St,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446483759486!6m8!1m7!1siwRAxHGDchmHNu_CPpp9RQ!2m2!1d40.73371104496151!2d-74.00215930823686!3f8!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Christopher and Gay: A Partisan’s View of the Greenwich Village Homosexual Scene</i> by Hamilton Wallace, 1973","The site of the 1969 Stonewall Riots, 53 Christopher Street is a designated Historic Landmark. ","Out of the mass of people on the dance deck, strands of lives reached out in time and place, in anguish or fulfillment or just a quiet gentle drift toward death. Post-Stonewall liberation? What did it mean? ","Out of the mass of people on the dance deck, strands of lives reached out in time and place, in anguish or fulfillment or just a quiet gentle drift toward death. Post-Stonewall liberation? What did it mean? How would the people on the dance deck differ in their lives from those quiet gray-haired gay couples who ghosted around the Village and shared their little amusements during genteel evenings at Carr’s, a West Village gay bar of antique vintage, or at home with the television set and two toy poodles?
<br><br>                                        
... their torments in the city and their ecstasies at Cherry Grove ... their safe haven in a rent-controlled two-bedroom on Charles Street. ",
,209-210,Learning to Read New York,99 Wooster St.,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446484483743!6m8!1m7!1sOmp9JcOBbgynCIQlcNxYEg!2m2!1d40.72447166775434!2d-74.00088465254261!3f308!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Christopher and Gay: A Partisan’s View of the Greenwich Village Homosexual Scene</i> by Hamilton Wallace, 1973","The Gay Activists Alliance was most active from 1970 to 1974. Their New York City headquarters, the Firehouse at 99 Wooster Street in Soho, was occupied in May 1971 and burned down by arsonists on October 15, 1974.",The headquarters of the Gay Activist Alliance was an old firehouse on Wooster Street in SoHo. Dances were held there on Saturday nights as a manifest of “Our Place” as opposed to the Mafia-run gay bars in other parts of the city. ,"The headquarters of the Gay Activist Alliance was an old firehouse on Wooster Street in SoHo. Dances were held there on Saturday nights as a manifest of “Our Place” as opposed to the Mafia-run gay bars in other parts of the city. For two dollars’ admission one could spend an evening immersed in tribal rites, with all the soda or beer one could drink. The street floor of the firehouse was the dance floor, with a circular staircase the Second-floor lounge and soda bar. The basement in Stygian darkness, included chairs, tables, and another soda bar.
<br><br>						
The whole building, on Saturday nights, pulsed with the beat of rock music, but the main action was on the dance floor. When Lamont, Vernon, Michael, and I were going over there, it was early June, 1971, and hot, since the Firehouse didn’t have air conditioning. The higher the temperature went, the more clothes came off, down to the briefest of hot pants. The music blasted. The bodies writhed. The sweat poured. And the beat went on. Observing the melee from halfway up the circular staircase left no doubt in my mind about what was happening. It was a war dance. The contrast to the dancing at Christopher’s End and other dance bars was obvious. At the bars dancing was, by and large, part of the whole cruising process and had a sense of display about it. People danced for other people to see them and hopefully appreciate what they saw. Although plenty of cruising went on at the Firehouse, the dance floor wasn’t the place for peacock displays, but a celebration of post-Stonewall identity. “We are. We are together. And if you don’t like it, fuck off.” ",
,,Alone Together,93 MacDougal St,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447106527432!6m8!1m7!1s_AhwOCYd4kTC-HbA1TnfWw!2m2!1d40.72934663568495!2d-74.00105866985758!3f307!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>Christopher and Gay: A Partisan’s View of the Greenwich Village Homosexual Scene</i> by Wallace Hamilton, 1973","The San Remo Café at 93 MacDougal St was a hotspot for the Greenwich Village bohemians and intellectual elite. A known haunt for figures such as Jack Kerouac, Allen Ginsberg, James Baldwin, Frank O’Hara and Gore Vidal.","On the San Remo: “The place is an ordinary hash house during the day, serving truckers, garage men, postal clerks, and others who work in the area. At night, the place goes into outer space. By two or three in the morning, there usually isn’t a customer in there who isn’t on something, more likely a combination of somethings, nodding out, speeding, tipping, and, in the case of the reactionaries, just plain drunk.""","On the San Remo: “The place is an ordinary hash house during the day, serving truckers, garage men, postal clerks, and others who work in the area. At night, the place goes into outer space. By two or three in the morning, there usually isn’t a customer in there who isn’t on something, more likely a combination of somethings, nodding out, speeding, tipping, and, in the case of the reactionaries, just plain drunk.
<br>On entering, it looked ordinary enough, with groups clustered in booths and others hunched over the counter. Only when I looked at the groups closely did I realize that it was a drug-induced caricature of every other hash house in the country. People were speaking, but they weren’t talking. They were looking at each other, but they weren’t seeing. Their hands and bodies moved, but their selves were motionless. At the core was solitude.”",
,196-197,Learning to Read New York,53rd St & 3rd Ave,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446474224371!6m8!1m7!1sx-DtoqqZEPes0BP6X1I3Bw!2m2!1d40.75772724542881!2d-73.96936051734659!3f208!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","<i>City Poet: The Life and Times of Frank O’Hara</i> by Brad Gooch, 1993","O’Hara, new to Manhattan, recalls cruising advice from his old roommate, Eliot House","He said, “There’s a special train. After you’ve done the Third Avenue bars, you take it at Fifty-third and Third and it goes right to West Eighth Street. And then you have all of Eighth Street.” 
",,
