Rank,Page,Tour,Location,Streetview Embed Code,Source,Context,Preview,Quote,
,,Ghost Town,,,Fitzgerald,,"As I hovered ghost-like in the Plaza Red Room of a Saturday afternoon, or went to lush and liquid garden parties in the East Sixties or tippled with Princetonians in the Biltmore Bar I was haunted always by my other life—my drab room in the Bronx, my square foot of the subway, my fixation upon the day’s letter from Alabama—would it come and what would it say?--my shabby suits, my poverty, and love. While my friends were launching decently into life I had muscled my inadequate bark into midstream.",,
,,Ghost Town,,,Reisenberg,,"I once stood within a few feet of one of the city’s most tragic suicides. I was walking through East Forty-sixth Street, having crossed Vanderbilt from Madison. It was high tide in the wave of self-destruction; 1,595 was the official tally for that year of 1932. A noon-hour crowd filled the Midtown streets. The copper-red sun shone through the blue humid air. For a moment the summertime city hushed, one of those pauses and its roar more imaginary than real. Then, all of a sudden, piercing shrieks volleyed from high office windows. I jerked upward. The cries came from the blanched faces of a great gallery of office girls, sitting at open windows. A gray figure, arms and waved legs waving, were involved in grotesque somersaults. I jumped backward. The body missed me and cleared two young women, a matter of inches—they fell from fright. A worn-thin suit hit the sidewalk near the curb, landing with a bone cracking thud. It flattened as if filled with a huge lump of subsiding putty. A stream of sluggish blood oozed from under its matted gray hair. The cries stopped; a crowd pressed close, whistle screeched. Then, ghastly afterthought, his raffish hat, an old straw skimmer, circled gaily to the street, landing near the bleeding head.",,
,,Ghost Town,,,"Donleavy, N. pag.",,And my short wave says there’s someone ready to jump down on Fifth and Fiftieth. If the snow stays and gets any deeper they’ll be a lot more. They go out the windows like pop corn off a red hot pan. Happens every time there’s a blizzard.,,
,,Ghost Town,,,McCourt,,Barbara Stanwyck lay strangled on her bed on Sutton Place while the BMT rumbled over the Queensboro Bridge.,,
,,Ghost Town,,,"Warhol, Popism",,"When President Kennedy was shot that fall, I heard the news over the radio while I was alone painting in my studio. I don’t think I missed a stroke. I wanted to know what was going on out there, but that was the extent of my reaction.<br>

It seemed like no matter how hard you tried, you couldn’t get away from the thing. I rounded up a bunch of people and got them to come over and we all went out to one of the Berlin bars on 86th Street for dinner.",,
,,Ghost Town,,,Ellis,,"In 1899, America’s first auto fatality occurred when an sixty-eight-year-old real estate broker, named Henry H. Bliss, was knocked down as he stepped off a southbound streetcar at Central Park West and Seventy-fourth Street.",,
,,Ghost Town,,,Walrod,,Architect Louis Kahn died of a heart attack in a men’s bathroom at Penn Station in 1974.,,
,,Ghost Town,,,Culbertson,,"In Woodlawn Cemetery, not far from the water lies a teenager, George Spence Millet (1894-1909) who, as his monument explains, “Lost life by stab in falling on ink eraser, evading six young women trying to give him birthday kisses in office of Metropolitan Life Building.”",,
,,Ghost Town,,,Culbertson,,Damon Runyon’s son hired a plane and decanted Runyon’s remains above Times Square.,,
,,Ghost Town,,,Maffi,,"Yesterday afternoon, while laborers were engaged in uprooting trees at the new entrance to Central Park, corner of Eighty-fifth street and Eighth avenue, they discovered, fourteen inches beneath the surface, a black rosewood coffin, richly mounted and in a state of good preservation.",,
,,Ghost Town,,,Conrad,,Chase National Bank maintains a crematory at 11 Broad St. for burning bond issues.,,
,,Ghost Town,,,Gooch,,"Warhol had filmed Freddy Herko, a  struggling dancer roller-skating all over New York on one bleeding foot in a sixteen-millimeter film titled <i>Dance Movie</i> in September 1963. In October 1964, Herko killed himself tripping on LSD by dancing out the fifth-floor window of a friend’s Greenwich Village apartment while Mozart’s <i>Coronation Mass</i> played on the record player. When he heard the news, Warhol reportedly said, “Why didn’t he tell me he was going to do it? We could have gone down there and filmed it!”",,
,,Ghost Town,1 W 72nd St,,Frisa and Tornchi,,"
I can’t exactly remember when the world stepped out of the underground
and entered the unceasing flux of consensus. It happened, I guess, around
11 o’clock on the evening of December 8, 1980, uptown New York, on the sidewalk in front of the Dakota building. David Mark Chapman, twenty-five years old, from Hawaii, popped out from the underground of his mind and fired five shots at John Lennon. When Lennon died at St. Luke’s-Roosevelt Hospital Center, the underground ended and the eighties began. The seventies were the subsoil of our culture, maybe not really the sub-soil but only a sad basement, one of those with windows at sidewalk level, from where you can see people’s ankles passing by. The ankle is that part of the body that more than any other reveals how unsexy the seventies were. From the basement the world was seeking out for some form of deliverance. From their ankles the seventies wanted to climb up as far as to the shoulders.<br>Honestly the true underground was finished by the end of the sixties, with the livid turmoil of the 68 movement making mincemeat of it. The seventies, by contrast, were a pimple on the face of Western society. The underground was the smell of cigarette smoke, unmade beds, bodies naked, not bundled up, dark glasses even at night, spend not thrift, personal not collective
risk, vulgarity not malaise, personality not insecurity. The bullets that smacked into John Lennon’s body arrived from the seventies’ awkwardness, shattering what was left over from the sixties. Those bullets made a breach in the sewers of the Western world’s underground, from which it poured out the excessive effluvium of a decade in which success and excess swapped places continually, softening even the hardest dwellers of sewers, cellars and miserable basements.<br><br>...Those who died as losers died twice over in the society of the eighties.",,
,119,Ghost Town,Wall Street,,Berger,,Maybe men will remember that Wall Street was named for a real wall that the mynheers built to keep out Indians.,"Maybe men will remember that Wall Street was named for a real wall that the mynheers built to keep out Indians. Maybe they will recall that Mill Lane took its name from an old Dutch mill; that Marketfield Street was Petticoat Lane, the Hausvrows’ road to Bowling Green market; that there were once aromas and trades and events identified by every name that will then be only a signpost. ",
,35,Ghost Town,47th St & Madison Ave,,Irwin,,"The Manhattan Savings Bank at Madison Avenue and Forty-seventh Street is offering in its lobby this week authentically garbed Puritan choristers against a seventeenth-century New England setting, singing Thanksgiving music.","The Manhattan Savings Bank at Madison Avenue and Forty-seventh Streetis offering in its lobby this week authentically garbed Puritan choristers against a seventeenth-century New England setting, singing Thanksgiving music. The soloist, a pretty contralto in Indian maiden garb is Hoté-Mawe, a Cherokee. She sings ancient traditional dawn and sunset songs, the butterfly dance, the happy song of her tribe and a moving invocation to the sun god, all against the background clink of coins going into and out of, the tellers’ cages.",
,283,Ghost Town,,,Glanz and Lipton,,"On the radio district which was replaced by the World Trade Center: And what an area it was, especially in its sounds. A walk down the streets presented a constantly shifting cacophony, as most of the shop owners had mounted big cone-shaped vibrating speakers over their doorways, blasting out everything from the teariest opera to big-band orchestral music to step-right-up sales pitches that ran over and over. Piercing through all that noise was the a-ooga of car horns on the street, the whistle of the ferries that docked in the slips right at the foot of Cortlandt Street, and the much deeper bellow from the tugboats plying the river. There was the occasional clop of horses—in the late 1920s there were still a few horse-drawn drays moving small loads of cargo or scrapwood, and they could be seen negotiating the widest of U-turns at the Cortlandt intersections.",,
,,Ghost Town,Broad St & Wall St,,Garnick,,"Broad St., near Wall St. began as a brook. The Dutch, homesick for Holland, widened it into a canal with a roadway and it became the City’s first “common seuer.”",,
,,Ghost Town,,,"Kostelanetz, Soho",,"SoHo was one of the few New York City places whose streets were named for American generals from the Revolutionary War: Lafayette, Crosby, Greene, Wooster, along with Thompson, Sullivan, and MacDougal, whose names grace streets to the west of SoHo. The current exception, West Broadway, was originally named Laurens Street after Henry Laurens (1724–1792), a president of the Continental Congress.",,
