Rank,Page,Tour,Location,Streetview Embed Code,Source,Context,Preview,Quote,
,259,new York Under the Influence,8th and Avenue C,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446846443351!6m8!1m7!1sd9cA-ga2n4APcaE7RDubFw!2m2!1d40.72467215377373!2d-73.97842590695203!3f65.83423400856638!4f-2.19231498240471!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","Kopasz,",,"On the wall of the squat at 8th and Avenue C was written, “Opium is the religion of the people.”",,
,260,New York Under the Influence,JFK,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446846617531!6m8!1m7!1sbgIJw_jx1EduFWOYU9ZUNQ!2m2!1d40.6457863172671!2d-73.77832798548853!3f80.49981043533543!4f-0.2512064302286916!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Haring,,Leave New York at 7:30 PM for Paris. Came to airport in limo with Adolfo Arena. Smoking pot all the way to the airport.,,
,260,New York Under the Influence,Fire Island,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446846872770!6m8!1m7!1sAZGlipooHnL-e5hn-fGNOA!2m2!1d40.62501684944557!2d-73.2618905732875!3f174!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","Young, Stonewall",,"I was visiting friends in The Pines, and was spending a couple of hours at the disco one night. Across the room, I noticed an acquaintance of mine … dancing up a storm and inhaling liberally from a poppers bottle which he kept in the pocket of his jeans. Somehow in the course of the evening, the bottle broke, and the contents spilled all over [his] leg, giving him a terrible and very unsightly burn. It made me wonder what kind of damage inhaling the stuff must do.",,
,260,New York Under the Influence,500 W. 14th Street,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446847082381!6m8!1m7!1sOWP60Ys7xdEpQL5zkIZHcg!2m2!1d40.74224139600771!2d-74.00840148145573!3f213.00144856347697!4f1.8472336327974261!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","Young, Stonewall",,"In the gay ghettos of the Seventies and early Eighties, poppers were always at the center of the action. On any given night at, say, the Anvil in Manhattan, a large percentage of the men on the dance floor would have poppers in hand, and many of the rest would be helping to pass the bottles around. ","In the gay ghettos of the Seventies and early Eighties, poppers were always at the center of the action. On any given night at, say, the Anvil in Manhattan, a large percentage of the men on the dance floor would have poppers in hand, and many of the rest would be helping to pass the bottles around. Some disco clubs would even add to the general euphoria by occasionally spraying the dance floor with poppers fumes … permeated with that particularly inert, greasy odor of poppers. Wherever you went, the musky chemical smell of it was constantly in your nostrils. He found himself heading to the single, small window, in order to gasp a few breaths of something other than the cold, kerosene smell of amyl. [Smell]",
,261,New York Under the Influence,Washington Square Park,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446847227383!6m8!1m7!1s4nLsBnTBoEvxYt1XOligVQ!2m2!1d40.73139882339274!2d-73.99695395630997!3f242.9250631054835!4f15.451698088939665!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","Sante ""Commerce""",,"In Washington Square Park, a pot dealer walked around holding up notebook pages covered with scribble. “These are testimonials from my satisfied customers!” he crowed.",,
,261,New York Under the Influence,42nd and Fifth ave,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1446847350292!6m8!1m7!1sD3SMdEy7uLHcdrYed9x-gA!2m2!1d40.7535030817785!2d-73.98093079094254!3f119!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","McInerney, Bright Lights,",,On Forty-second near Fifth a kid falls into stride beside you.<br> “Loose joints. Genuine Hawaiian sens. Downers and uppers.”,,
,,New York Under the Influence,275 Church St,,McNeil and McCain,,"When you went over to La Monte and Marian’s place, you were there for a minimum of seven hours—probably end up to be two or three days. It wasa very Turkish type scene. It was a pad with everything on the floor andbeads and great hashish and street people coming and scoring—and this droning music going on. La Monte had this whole thing where he would do a performance that would go on for days and he would have people droning with him. Droning is holding a single note for a whole long time. People would just come in and then be assigned to drone.<br><br>La Monte Young was the best drug connection in New York. He had the best drugs—the best! Great big acid pills, and opium, and grass too.<br><br>La Monte Young: “I was—so to speak—the darling of the avant-garde. Yoko Ono was always saying to me, ‘If only I could be as famous as you.’”",,
,233,New York Under the Influence,,,Conrad,,"Van Vechten believes that the architectural mutability of New York contradicts the solid stony permanence most cities aim to possess. New York commits itself to a more promiscuous, truant element—“if a city may conceivably be compared to a liquid, it may be reasonably said that New York is a fluid: it flows” ... Pleasures well and gush there in streamy succession, catering to the insatiability of urban appetites. Among the most liquidly unstable sites mentioned by Van Vechten are those which trade in the watery elements, speakeasies and the business places of the bootleggers.",,
,234,New York Under the Influence,,,Lerner,,"In one week during Prohibition, the Anti-Saloon League claimed, New Yorkers consumed 30 million quarts of draft beer, a million quarts of bottled beer and ale, a half-million quarts of whiskey, 75,000 quarts of gin, 76,000 quarts of brandy, 500 quarts of absinthe, 40,500 quarts of champagne, 60,000 quarts of wine, and nearly 500,000 quarts of other miscellaneous beers and liquors.",,
,288,New York Under the Influence,,,Douglas,,"Edmund Wilson listed more than a hundred terms for “drunk” in his “Lexicon of Prohibition” (1927): lit, squiffy, oiled, lubricated, owled, edged, jingled, piffed, piped, sloppy, woozy, happy, half-screwed, half-cocked, half-shot, half seas over, fried, stewed, boiled, zozzled, sprung, scrooched, jazzed, jagged, canned, corked, corned, potted, hooted, slopped, tanked, stinko, blind, stiff, under the table, tight, full, wet, high, horseback, liquored, pickled, ginned, shicker (Yiddish), spifflicated, primed, organized, featured, pie-eyed, cock- eyed, wall-eyed, glassy-eyed, bleary-eyed, hoary-eyed, over the Bay, four sheets in the wind, crocked, loaded, leaping, screeching, lathered, plastered, soused, bloated, polluted, saturated, full as a tick, loaded for bear, loaded to the muzzle, loaded to the plimsoll mark, wapsed down, paralyzed, ossified, out like a light, passed out cold, embalmed, buried, blotto, lit up like the sky, lit up like the Commonwealth, lit up like a Christmas tree, lit up like a store window, lit up like a church, fried to the hat, slopped to the ears, stewed to the gills, boiled as an owl, to have a bun on, to have a slant on, to have a skate on, to have a snootful, to have a skinful, to draw a blank, to pull a shut-eye, to pull a Daniel Boone, to have a rubber drink, to have a hangover, to have a head,to have the jumps, to have the shakes, to have the zings, to have the heeby- jeebies, to have the screaming meemies, to have the whoops and jingles, to burn with a low blue flame. ",,
