Rank,Page,Tour,Location,Streetview Embed Code,Source,Context,Preview,Quote,
,582,x,Brooklyn Bridge,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447024439722!6m8!1m7!1sKx6IUbGVRvZojR7w0K0hrg!2m2!1d40.70735182805521!2d-73.99843683964903!3f232!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>","Fitzgerald, Gatsby",,"Over the great bridge, with the sunlight through the girders makinga constant flicker upon the moving cars, with the city rising up across the river in white heaps and sugar lumps all built with a wish out of non- olfactory money.",,
,,x,1 W 72nd St,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447147925674!6m8!1m7!1spvnwu1JDG26pAdSDkMVTUg!2m2!1d40.77642128712903!2d-73.97643623922283!3f25!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Frisa and Tornchi,,"I can’t exactly remember when the world stepped out of the underground and entered the unceasing flux of consensus. It happened, I guess, around 11 o’clock on the evening of December 8, 1980, uptown New York, on the sidewalk in front of the Dakota building. David Mark Chapman, twenty-five years old, from Hawaii, popped out from the underground of his mind and fired five shots at John Lennon. When Lennon died at St. Luke’s-Roosevelt Hospital Center, the underground ended and the eighties began. The seventies were the subsoil of our culture, maybe not really the sub-soil but only a sad basement, one of those with windows at sidewalk level, from where you can see people’s ankles passing by. The ankle is that part of the body that more than any other reveals how unsexy the seventies were. From the basement the world was seeking out for some form of deliverance. From their ankles the seventies wanted to climb up as far as to the shoulders.<br>Honestly the true underground was finished by the end of the sixties, with the livid turmoil of the 68 movement making mincemeat of it. The seventies, by contrast, were a pimple on the face of Western society. The underground was the smell of cigarette smoke, unmade beds, bodies naked, not bundled up, dark glasses even at night, spend not thrift, personal not collective risk, vulgarity not malaise, personality not insecurity. The bullets that smacked into John Lennon’s body arrived from the seventies’ awkwardness, shattering what was left over from the sixties. Those bullets made a breach in the sewers of the Western world’s underground, from which it poured out the excessive effluvium of a decade in which success and excess swapped places continually, softening even the hardest dwellers of sewers, cellars and miserable basements.<br><br>...Those who died as losers died twice over in the society of the eighties.",,
,,x,Broad St & Wall St,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447148107763!6m8!1m7!1sEsH04N_Pa0lJ6ZaIeMCwOg!2m2!1d40.70812003126338!2d-74.01143543080353!3f307!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Garnick,,"Broad St., near Wall St. began as a brook. The Dutch, homesick for Holland, widened it into a canal with a roadway and it became the City’s first “common seuer.”",,
,,x,Bronx Zoo,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447107975505!6m8!1m7!1sbfuMDI8n6fxLv4atzF9rUg!2m2!1d40.84611250009517!2d-73.88028327341128!3f57.47225303516168!4f23.752233096629865!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Goldenberg,,"For two miserable, tumultuous weeks in 1906, Ota Benga, a 23-year-old pygmy from the Belgian Congo, was put on display at what was then called the New York Zoological Society in the Bronx. The public, appalled and entertained in equal measure, flocked to the primate house, where Benga could be observed playing with Dahong, the zoo’s orangutan, beneath a sign that read in part, “Height 4 feet 11 inches. Weight 103 pounds. Exhibited each afternoon during September.”",,
,29,x,26 Broadway ,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447022720969!6m8!1m7!1syUqCb_tnYKOvuNpJCiAh5w!2m2!1d40.70556339887162!2d-74.01354470487824!3f123!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Irwin,,,"The Standard Oil Building on Lower Broadway: “Two wings extend toward you, like the paws of a sphinx. Over these the tower; topped by a pyramid and a single glorified chimney which streams a plume of smoke line incense, and flanked by four obelisks. The group of which this tower is the crown creates an illusion not uncommon among the building-masses of Manhattan. It seems impossible to believe that one is not beholding a splendid hill-city, like the Acropolis ... There is another view of this group even more stirring to the imagination; but to see it as its best, you must pick your day and hour. Some morning when the skies are overcast and the air is perfectly still, goto Telegram Square under the elevated, put your back to the westward walls, and look up again. The tower with its obelisks just peeps above the bizarre elevated structure and the roofs to eastward. All the lower buildings about it are streaming columns of white smoke against the violet-gray skies. It seems then like the exalted altar of some strange rite; an altar beyond the conception of man—raised by the gods to a greater god.”",
,89,x,1060 5th Avenue,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447022963382!6m8!1m7!1sMnDa-k9gN55x2lBW-dbPCQ!2m2!1d40.78229258172107!2d-73.95986593406884!3f87!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Josephy and McBride,,"The largest apartment which we found record was sold to John Markell— forty-one rooms and seventeen baths at 1060 Fifth Avenue for $375,000. The story goes that shortly after Mr. Markell moved in, a servant unlocked a door that nobody had noticed and discovered ten rooms they didn’t know they had.",,
,75,x,Radio City Music Hall,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447024228084!6m8!1m7!1s9adcu6ChFxTCS8rISRJvLQ!2m2!1d40.75995280082412!2d-73.98039671390819!3f67!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Koolhaas,,"Radio City Music Hall: Its elaborate facilities include dormitories, a
small hospital, rehearsal rooms, a gymnasium, an art department,
costume workshops","Radio City Music Hall: Its elaborate facilities include dormitories, a
small hospital, rehearsal rooms, a gymnasium, an art department,
costume workshops. There is Radio City Symphony and a permanent
troupe of 64 female dancers—the Roxyettes, all between 5’4” and 5’7”—a scriptless chorus line without any action to sustain. Furthermore, there
is a menagerie—horses, cows, goats and other animals. They live in ultramodern stables, artificially lit and ventilated; an animal elevator— dimensioned to carry even elephants—not only deposits them on the stage but also on a special grazing ground on Radio City’s roof. Finally, there is Roxy’s own apartment fitted in between the roof trusses of his theater. It is round, all white plaster and the walls describe a parabola to meet in a domed top. The whole thing is really breathless—vague, spaceless, timeless. Makes you feel like an unhatched chicken looking up at the top of his eggshell. To make the whole thing even more fantastic, there are telephone dials in the walls. When you turn a dial, a red light starts to flash on and off—something to do with radio. But most painfully inactive is the colossal theatrical machine, the most complete mechanical installation in the world, including a revolving stage; three manipulable sections of stage flooring;
a power-driven orchestral dais; a tank; an electrically draped curtain; seventy-five rows of fly lines for its scenery, ten of which are electrically operated; a cyclorama 117 feet by 75; six horns for motion pictures and two motion picture projection sheets; a fountain in the middle of the revolving stage which can be used for water effects while the turntable is in motion;
a public-address system for amplifying speech and producing thunder and wind effects (played from records with fifty-four ribbon type); semi-invisible microphones on the stage, in the footlights, in the orchestra pit and in the sub-basement and an amplifier and six loudspeakers concealed above the proscenium; a monitor system in connection with the public address system which reproduces words spoken on the stage in the projection booths and the director’s office and even in the foyer and lobbies if desired, and which also carries the directions of the stage manager to the dressing rooms and electrical stations; an elaborate lighting system with six motor-operated light bridges over the stage, each 104 feet long, from which lens units and floods can be used for special lighting; eight portable sixteen-floor lighting towers; four spotting galleries, two on each side of the stage, and a spotting booth in the auditorium ceiling; a cyclorama strip in the floor and a floor battery of self-leveling, disappearing footlights; six projection machines, four effect machines and the usual, or rather more than usual, complication of controls.",
,,x,1 West 67th St ,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447136044176!6m8!1m7!1shchPfYZRLOEM1zM0TyC9dA!2m2!1d40.77332735512823!2d-73.97900734716168!3f19!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Marquis,,"One evening in January 1916, during dinner with the Arensbergs at the Cafe des Artistes at 1 West 67th Street, Duchamp leaps up and impulsively signs his own name to a huge old-fashioned battle scene painted on the wall behind him. The gesture, he explains, makes the mural his own readymade; it has “everything except taste.”",,
,,X, 82 University Pl,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447021440523!6m8!1m7!1sZ7s3KrI-XTOUcOoKRDyC0w!2m2!1d40.73345019897836!2d-73.99319956696714!3f115.71879886907935!4f2.4368841266134638!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Stevens & Swan,Ceadar Tavern was famous as a former hangout of many prominent Abstract Expressionist painters and beat writers. ,"The Cedar Tavern smelled of spilled beer and tobacco smoke. The air was thick, the light a “bilous yellow-green,” said one Cedar regular, “that made everyone look worse than they already looked.”",,
,,x,Sheridan Square ,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447145051004!6m8!1m7!1s2ZFd_90JxQUuHHi06iCI5w!2m2!1d40.73364310211186!2d-74.00259822617318!3f172!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Talese,Philip Sheridan in Sheridan Square (didn't die in battle),"When an equestrian statue of a general has both front hoofs off the ground, it means the general died in battle; if one hoof is off the ground, he died of wounds received in battle. ",,
,44,x,Ritz-Carlton Hotel,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447022667506!6m8!1m7!1s8XdLlGNYEMcAAAQJOCFhaw!2m2!1d40.76543821544247!2d-73.97592364250153!3f208!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Trager,,"Woolworth heiress Barbara Hutton turns 18, November 1930. Debut ball at Ritz-Carlton Hotel, whose first floor has been transformed with white birches, eucalyptus trees from California, mountain heather, scarlet poinsettias,
and 10,000 American beauty roses (workmen have labored for two days and nights to create the opulent bower).",,
,41,x,213th St & Broadway,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447022272453!6m8!1m7!1sOuPmUm4atSOz75sNukNnDg!2m2!1d40.86889337162273!2d-73.91752879711!3f251!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",Trager,,"The last Manhattan farm ceases operations at the corner of Broadway and 213th Street in 1930.",,
,6&7,x,Madison Square Garden,"<iframe src=""https://www.google.com/maps/embed?pb=!1m0!3m2!1sen!2sus!4v1447022755878!6m8!1m7!1swtc2UKELS26coNcGoE4C5w!2m2!1d40.74984882637894!2d-73.99145584505547!3f321!4f0!5f0.7820865974627469"" width=""600"" height=""450"" frameborder=""0"" style=""border:0"" allowfullscreen></iframe>",,,"Tex Rickard built a giant swimming pool in Madison Square Garden in 1921. The giant white-tiled pool was 250 feet long by 100 feet wide, two-thirds the size of a football field. ","Tex Rickard built a giant swimming pool in Madison Square Garden in 1921. The giant white-tiled pool was 250 feet long by 100 feet wide, two-thirds the size of a football field. The water tank held 1,500,000 gallons of water. The ends of the pool had a depth of three feet and sloped to the center for a depth of fifteen feet, an area that served amateur and professional swim and dive competitions on Thursday evenings. A cascading waterfall was incorporated into the design at one end.",
