Rank,Page,Tour,Location,Streetview Embed Code,Source,Context,Preview,Quote,
,,Cinematic New York,,,Conrad,,"The filming of Dassin’s “The Naked City” is organized with a devious skill worthy of the criminals whose activity it investigates. To allay the suspicions of passersby, diversions are staged: a juggler performs and a man propped on a thirty-foot ladder waves the American flag. Street smart imps relish the way the camera picks the pockets of the citizens by cheating them of their fees as extras. A shoeshine boy remarks to the producer, Mark Hellinger, that the crowd distracted by the juggler “should be getting twenty-five a day for being in the movies and they don’t know it.” Sometimes, while conducting surveillance, the camera unintentionally sees things it shouldn’t—not breaches of the law but incriminating social details which Dassin is forcedto cut from the release print, such as Bowery bums selling off their last possessions outside the Diamond Exchange. ",,
,,Cinematic New York,,,"Feldman and Benjamin,",,"The real-life Mafia connections of Teamsters Union President Jimmy Hoffa, and the cinematic portrayal of longshoremen’s union corruption by the Mafia in the movie adaptation of Budd Schulberg’s novel <i>On The Waterfront,</i> helped bring this aspect of organized crime most sharply into the public consciousness. In an era when private-sector labor unions enrolled many more Americans than they do now, and America’s obsessive fear of illegal drugs had not yet taken hold, people cared more about the corruption of unions than they did about gangsters merely killing gangsters, or supplying prostitution or gambling opportunities to those who wanted them.",,
,,Cinematic New York,,,Drehle,,"Referring to the queue outside the morgue after the Triangle fire, an angry police officer ordered his men to purge the line of ghouls and thrill seekers. “What do they think this is,” he grumbled, “the Eden Musée?” That was the city’s most popular silent movie house. ",,
,,Cinematic New York,,,"Sanders, Celluloid",,"It was not until 1991 that a feature film took the first truly sustained look at a New York housing project. An inside look by a young filmmaker at what the housing project had become, more than four decades after its idealistic inception.",,
,,Cinematic New York,,,"Sanders, Celluloid",,"After Hollywood fetishized and romanticized the slums, a cry came to demolish them and replace them with grass, trees, backyards. Urban renewal bulldozes slums and Projects arise. Hollywood, nevertheless, ignores the Projects and further romanticizes slums, making them the theme of ever more films. ",,
,,Cinematic New York,,,Koolhas,,"Roxy’s understanding of Fantastic Technology inspires a further intensification of his metaphor: questioning the conventional use of the air- conditioning system—ventilation and cooling—he realizes that this would only add chill to the sunset. With the same maniacal logic that characterized his earlier visions, Roxy then considers adding hallucinogenic gases tothe atmosphere of his theater, so that synthetic ecstasy can reinforce the fabricated sunset. A small dose of laughing gas would put the 6,200 visitors in a euphoric mood, hyper-receptive to the activity on the stage. His lawyers dissuade him, but for a short period Roxy actually injects ozone—the therapeutic 03 molecule with its “pungent refreshing odor” and “exhilarating influence”—into the air-conditioning system of his theater. Combining super-time with super-health, Roxy defines the definitive formula of the metropolitan resort with his slogan, “A visit to Radio City Music Hall is as good as a month in the Country.”",,
,,Cinematic New York,,,Miller (Supreme),,"A long foyer led to six sets of bronze-trimmed doors. Passing through them, patrons entered a grand rotunda. (Roxy threatened to fire any of his ushers who referred to it as “the lobby.”) ",,
,,Cinematic New York,,,Fritscher,,"Mapplethorpe codged drugs, sex, leather, superstars, and ideas from the underground movies of Warhol and Anger.",,
,,Cinematic New York,,,Berman (Solid),,"Giedion compared Moses’s parkways to cubist paintings, to abstract sculptures and mobiles, and to the movies. “As with many of the creations born out of the spirit of this age, the meaning and beauty of the parkway cannot be grasped from a single point of observation, as was possible from a window of the château at Versailles. It can be revealed only by movement, by going along in a steady flow, as the rules of traffic prescribe. The space-time feeling of our period can seldom be felt so keenly as when driving.”",,
,,Cinematic New York,,,Jackson and Dunbar,,New York women are the most beautiful in the world. They have their teeth straightened in early youth. They get their notions of chic from S. Klein’s windows instead of the movies.,,
